coordinates,
DYEA_LSA_8108660,"-118.120241,34.173701,-118.120400,34.173688,-118.120396,34.172308,-118.120482,34.172272,"
DYEA_LSA_8109009,"-118.119265,34.166627,-118.119147,34.166629,-118.119171,34.169148,-118.118655,34.169514,"
VZ_LAN_00002769,"-118.158768,34.160723,-118.159498,34.161607,-118.159734,34.161265,-118.159734,34.161265,"
DYEA_LSA_8108706,"-118.098255,34.168612,-118.098356,34.162101,-118.098342,34.164206,-118.099045,34.164206,"
VZ_LAN_00001475,"-118.187774,34.112086,-118.187544,34.112330,-118.187261,34.112585,-118.184360,34.115314,"
VZ_LAN_00005523,"-118.141360,34.166838,-118.141663,34.166836,-118.142463,34.166831,-118.142600,34.166916,"
VZ_LAN_00005847,"-118.176805,34.169121,-118.176811,34.169778,-118.177779,34.169769,-118.178066,34.170524,"
VZ_LAN_00006488,"-118.115947,34.179083,-118.115936,34.179638,-118.117090,34.179611,-118.121424,34.179576,"
VZ_LAN_00005571,"-118.142602,34.166916,-118.143776,34.166907,-118.144262,34.166909,-118.145555,34.165169,"
VZ_LAN_00005711,"-118.142602,34.166916,-118.143776,34.166907,-118.144262,34.166909,-118.145555,34.165169,"
VZ_LAN_00005589,"-118.157610,34.165817,-118.156301,34.165644,-118.156151,34.165618,-118.155448,34.165551,"
VZ_LAN_00005737,"-118.157610,34.165817,-118.156301,34.165644,-118.156151,34.165618,-118.155448,34.165551,"
VZ_LAN_00005580,"-118.141362,34.166816,-118.137371,34.166836,-118.137371,34.166836,-118.137371,34.166836,"
VZ_LAN_00005711,"-118.141362,34.166816,-118.137371,34.166836,-118.137371,34.166836,-118.137371,34.166836,"
VZ_LAN_00005580,"-118.136690,34.166842,-118.135488,34.166842,-118.134426,34.166851,-118.132736,34.166864,"
VZ_LAN_00005711,"-118.136690,34.166842,-118.135488,34.166842,-118.134426,34.166851,-118.132736,34.166864,"
VZ_LAN_00005889,"-118.157610,34.165823,-118.157607,34.165847,-118.158511,34.165965,-118.158511,34.165965,"
VZ_LAN_00005924,"-118.176840,34.171453,-118.177741,34.171451,-118.177741,34.171451,-118.177741,34.171451,"
VZ_LAN_00005536,"-118.136689,34.166843,-118.136690,34.166866,-118.137375,34.166862,-118.137374,34.166837,"
VZ_LAN_00005587,"-118.131596,34.175811,-118.131137,34.175813,-118.131137,34.175813,-118.131137,34.175813,"
VZ_LAN_00005752,"-118.131596,34.175811,-118.131137,34.175813,-118.131137,34.175813,-118.131137,34.175813,"
VZ_LAN_00005884,"-118.178051,34.174201,-118.178054,34.174529,-118.178056,34.174740,-118.176774,34.175956,"
VZ_LAN_00005909,"-118.163304,34.168970,-118.163471,34.168996,-118.163618,34.168222,-118.163674,34.166890,"
VZ_LAN_00005569,"-118.152544,34.166710,-118.150559,34.166719,-118.150550,34.165726,-118.150550,34.165726,"
VZ_LAN_00005535,"-118.152531,34.166712,-118.153985,34.166708,-118.154937,34.166701,-118.154960,34.167158,"
VZ_LAN_00005537,"-118.154822,34.168547,-118.154777,34.168607,-118.154699,34.169572,-118.154737,34.169683,"
VZ_LAN_00005538,"-118.131578,34.171978,-118.131575,34.172002,-118.132184,34.171995,-118.132208,34.173078,"
VZ_LAN_00005589,"-118.161151,34.166283,-118.159793,34.166097,-118.159793,34.166097,-118.159793,34.166097,"
VZ_LAN_00005737,"-118.161151,34.166283,-118.159793,34.166097,-118.159793,34.166097,-118.159793,34.166097,"
VZ_LAN_00005587,"-118.132170,34.175808,-118.132350,34.175803,-118.133050,34.175797,-118.135914,34.175770,"
VZ_LAN_00005752,"-118.132170,34.175808,-118.132350,34.175803,-118.133050,34.175797,-118.135914,34.175770,"
VZ_LAN_00005813,"-118.149283,34.181535,-118.149286,34.181599,-118.149307,34.181643,-118.149310,34.181683,"
VZ_LAN_00005881,"-118.177561,34.172508,-118.178092,34.172508,-118.178108,34.173134,-118.178048,34.174194,"
VZ_LAN_00005541,"-118.155454,34.165551,-118.154874,34.165456,-118.154520,34.165400,-118.152294,34.165112,"
VZ_LAN_00005504,"-118.132740,34.166867,-118.132731,34.166869,-118.132731,34.166896,-118.132085,34.166873,"
VZ_LAN_00005585,"-118.148968,34.165637,-118.148974,34.166392,-118.148976,34.166714,-118.147694,34.167060,"
VZ_LAN_00005752,"-118.148968,34.165637,-118.148974,34.166392,-118.148976,34.166714,-118.147694,34.167060,"
VZ_LAN_00005582,"-118.149030,34.174665,-118.149030,34.174390,-118.149034,34.174503,-118.148935,34.174504,"
VZ_LAN_00005793,"-118.149030,34.174665,-118.149030,34.174390,-118.149034,34.174503,-118.148935,34.174504,"
VZ_LAN_00005588,"-118.127725,34.175831,-118.127846,34.175824,-118.128039,34.175826,-118.131150,34.175813,"
VZ_LAN_00005754,"-118.127725,34.175831,-118.127846,34.175824,-118.128039,34.175826,-118.131150,34.175813,"
VZ_LAN_00005752,"-118.127725,34.175831,-118.127846,34.175824,-118.128039,34.175826,-118.131150,34.175813,"
VZ_LAN_00005715,"-118.149732,34.165254,-118.149732,34.165172,-118.149440,34.165174,-118.148965,34.165641,"
VZ_LAN_00005717,"-118.145551,34.165168,-118.145554,34.165141,-118.146034,34.165137,-118.147825,34.165143,"
VZ_LAN_00005927,"-118.177738,34.171453,-118.178401,34.171447,-118.178084,34.171451,-118.178090,34.172505,"
VZ_LAN_00005711,"-118.132082,34.166877,-118.131098,34.166877,-118.131098,34.166877,-118.131098,34.166877,"
VZ_LAN_00005899,"-118.174880,34.172985,-118.174851,34.173282,-118.174829,34.173482,-118.173994,34.173557,"
VZ_LAN_00005583,"-118.149084,34.179882,-118.149084,34.179260,-118.149063,34.177494,-118.149030,34.174658,"
VZ_LAN_00005793,"-118.149084,34.179882,-118.149084,34.179260,-118.149063,34.177494,-118.149030,34.174658,"
VZ_LAN_00005888,"-118.158509,34.165967,-118.158514,34.165963,-118.159799,34.166131,-118.159801,34.166096,"
VZ_LAN_00005581,"-118.131039,34.168724,-118.131057,34.168167,-118.131076,34.167457,-118.131095,34.166877,"
VZ_LAN_00005816,"-118.150003,34.180958,-118.150028,34.180953,-118.150052,34.180944,-118.150669,34.180046,"
VZ_LAN_00005584,"-118.149089,34.179886,-118.149100,34.181177,-118.149100,34.181177,-118.149100,34.181177,"
VZ_LAN_00005793,"-118.149089,34.179886,-118.149100,34.181177,-118.149100,34.181177,-118.149100,34.181177,"
VZ_LAN_00005590,"-118.161140,34.166283,-118.161333,34.166306,-118.161971,34.166390,-118.163621,34.166749,"
VZ_LAN_00005737,"-118.161140,34.166283,-118.161333,34.166306,-118.161971,34.166390,-118.163621,34.166749,"
VZ_LAN_00005628,"-118.132172,34.175808,-118.132172,34.175837,-118.131603,34.175839,-118.131593,34.175810,"
VZ_LAN_00005524,"-118.132172,34.175808,-118.132172,34.175837,-118.131603,34.175839,-118.131593,34.175810,"
VZ_LAN_00005901,"-118.174879,34.172989,-118.174908,34.172537,-118.175238,34.172537,-118.177566,34.172512,"
VZ_LAN_00005542,"-118.150164,34.188265,-118.150121,34.188353,-118.150044,34.188329,-118.150044,34.188329,"
VZ_LAN_00005586,"-118.146227,34.173481,-118.146206,34.171333,-118.146206,34.171333,-118.146206,34.171333,"
VZ_LAN_00005752,"-118.146227,34.173481,-118.146206,34.171333,-118.146206,34.171333,-118.146206,34.171333,"
VZ_LAN_00005746,"-118.152299,34.165109,-118.152058,34.165083,-118.150534,34.165065,-118.149719,34.165257,"
VZ_LAN_00005882,"-118.180407,34.171431,-118.181872,34.171373,-118.182295,34.171422,-118.182295,34.171422,"
VZ_LAN_00005624,"-118.158335,34.169722,-118.158362,34.169558,-118.159290,34.169714,-118.159864,34.168515,"
VZ_LAN_00005832,"-118.158335,34.169722,-118.158362,34.169558,-118.159290,34.169714,-118.159864,34.168515,"
VZ_LAN_00001078,"-118.172440,34.165269,-118.172597,34.165807,-118.172760,34.166347,-118.173741,34.169475,"
DYEA_LSA_8108334,"-118.172440,34.165269,-118.172597,34.165807,-118.172760,34.166347,-118.173741,34.169475,"
DYEA_LSA_8108327,"-118.173736,34.169448,-118.173914,34.170329,-118.174065,34.172077,-118.170342,34.174678,"
VZ_LAN_00001078,"-118.173736,34.169448,-118.173914,34.170329,-118.174065,34.172077,-118.170342,34.174678,"
DYEA_LSA_8108554,"-118.110916,34.157146,-118.109851,34.157146,-118.110615,34.157146,-118.110642,34.155353,"
VZ_LAN_00003833,"-118.093779,34.158154,-118.093741,34.159220,-118.093660,34.159258,-118.093600,34.159325,"
VZ_LAN_00003860,"-118.150058,34.196744,-118.150003,34.196852,-118.150003,34.196852,-118.150003,34.196852,"
DYEA_LSA_8108612,"-118.115504,34.159308,-118.115501,34.158040,-118.115501,34.158040,-118.115501,34.158040,"
VZ_LAN_00000930,"-118.190544,34.137420,-118.190487,34.137539,-118.190441,34.137630,-118.190441,34.137630,"
DYEA_LSA_8108613,"-118.115500,34.158066,-118.115489,34.157154,-118.115811,34.157150,-118.110018,34.157141,"
DYEA_LSA_8108532,"-118.117670,34.166640,-118.119274,34.166627,-118.119274,34.166627,-118.119274,34.166627,"
DYEA_LSA_8108333,"-118.170960,34.159270,-118.171261,34.159998,-118.171207,34.160406,-118.171411,34.160974,"
DYEA_LSA_8108532,"-118.115551,34.163458,-118.115599,34.165322,-118.115599,34.165322,-118.115599,34.165322,"
VZ_LAN_00002724,"-118.190624,34.118204,-118.187477,34.117635,-118.187477,34.117591,-118.187477,34.117591,"
DYEA_LSA_8108611,"-118.115545,34.163467,-118.115508,34.159285,-118.115518,34.159818,-118.110761,34.159859,"
VZ_LAN_00003832,"-118.093826,34.155561,-118.093804,34.156955,-118.093779,34.158154,-118.093779,34.158154,"
VZ_LAN_00000739,"-118.190544,34.137420,-118.190708,34.137050,-118.190595,34.136566,-118.190595,34.136566,"
DYEA_LSA_8108332,"-118.172452,34.165387,-118.171894,34.162653,-118.171379,34.160878,-118.171379,34.160878,"
DYEA_LSA_8108553,"-118.110763,34.159859,-118.110605,34.159862,-118.110605,34.159862,-118.110605,34.159862,"
DYEA_LSA_8108555,"-118.120525,34.190484,-118.120522,34.190524,-118.120531,34.190548,-118.120613,34.190629,"
VZ_LAN_00005814,"-118.150003,34.180955,-118.149970,34.180950,-118.149942,34.180936,-118.149283,34.181541,"
VZ_LAN_00000804,"-118.188583,34.130789,-118.189035,34.131853,-118.189486,34.132861,-118.190595,34.136566,"
VZ_LAN_00001080,"-118.188583,34.130789,-118.189035,34.131853,-118.189486,34.132861,-118.190595,34.136566,"
DYEA_LSA_8108540,"-118.116438,34.175080,-118.114449,34.175079,-118.113473,34.175080,-118.110906,34.175073,"
VZ_LAN_00000982,"-118.116438,34.175080,-118.114449,34.175079,-118.113473,34.175080,-118.110906,34.175073,"
DYEA_LSA_8108651,"-118.142440,34.182994,-118.145320,34.183923,-118.144986,34.184723,-118.145011,34.184858,"
DYEA_LSA_8108616,"-118.123175,34.174648,-118.123198,34.175927,-118.121213,34.175932,-118.121213,34.175932,"
VZ_LAN_00000982,"-118.123175,34.174648,-118.123198,34.175927,-118.121213,34.175932,-118.121213,34.175932,"
DYEA_LSA_8108630,"-118.136365,34.180076,-118.136770,34.179186,-118.134485,34.178166,-118.134485,34.178166,"
VZ_LAN_00000982,"-118.136365,34.180076,-118.136770,34.179186,-118.134485,34.178166,-118.134485,34.178166,"
DYEA_LSA_8108348,"-118.141515,34.173490,-118.141238,34.173488,-118.141238,34.173488,-118.141238,34.173488,"
DYEA_LSA_8108210,"-118.152814,34.191500,-118.152114,34.191271,-118.152114,34.191271,-118.152114,34.191271,"
VZ_LAN_00000982,"-118.152814,34.191500,-118.152114,34.191271,-118.152114,34.191271,-118.152114,34.191271,"
DYEA_LSA_8108219,"-118.149279,34.190599,-118.149832,34.189385,-118.149832,34.189385,-118.149832,34.189385,"
DYEA_LSA_8108534,"-118.118079,34.173719,-118.117032,34.173714,-118.116701,34.173854,-118.116701,34.173854,"
VZ_LAN_00001078,"-118.118079,34.173719,-118.117032,34.173714,-118.116701,34.173854,-118.116701,34.173854,"
VZ_LAN_00000982,"-118.118079,34.173719,-118.117032,34.173714,-118.116701,34.173854,-118.116701,34.173854,"
VZ_LAN_00000911,"-118.201559,34.139614,-118.200266,34.139647,-118.200266,34.139647,-118.200266,34.139647,"
VZ_LAN_00001080,"-118.201559,34.139614,-118.200266,34.139647,-118.200266,34.139647,-118.200266,34.139647,"
VZ_LAN_00000934,"-118.197054,34.139438,-118.198053,34.139322,-118.198430,34.139358,-118.200268,34.139650,"
VZ_LAN_00001335,"-118.197054,34.139438,-118.198053,34.139322,-118.198430,34.139358,-118.200268,34.139650,"
DYEA_LSA_8108311,"-118.154836,34.168770,-118.154938,34.167374,-118.154963,34.167189,-118.154988,34.166813,"
DYEA_LSA_8108653,"-118.127933,34.196513,-118.128555,34.196236,-118.128262,34.195575,-118.125822,34.193021,"
DYEA_LSA_8108642,"-118.146168,34.200325,-118.146222,34.200391,-118.148247,34.201023,-118.147699,34.202266,"
VZ_LAN_00000545,"-118.110612,34.175041,-118.111088,34.172816,-118.111017,34.172773,-118.111017,34.172773,"
VZ_LAN_00004694,"-118.110612,34.175041,-118.111088,34.172816,-118.111017,34.172773,-118.111017,34.172773,"
VZ_LAN_00003221,"-118.132101,34.189737,-118.133375,34.190200,-118.133426,34.190242,-118.133868,34.190380,"
DYEA_LSA_8108641,"-118.157020,34.197496,-118.156977,34.197487,-118.156955,34.197494,-118.155917,34.197374,"
VZ_LAN_00003155,"-118.164879,34.136274,-118.164884,34.137451,-118.164836,34.137704,-118.165919,34.141727,"
VZ_LAN_00003165,"-118.168666,34.190835,-118.168670,34.189843,-118.168697,34.189813,-118.168697,34.189813,"
VZ_LAN_00003472,"-118.150322,34.196595,-118.150153,34.196533,-118.150058,34.196744,-118.150058,34.196744,"
DYEA_LSA_8108214,"-118.168688,34.191353,-118.168602,34.192706,-118.168510,34.193445,-118.164710,34.193025,"
VZ_LAN_00001698,"-118.168688,34.191353,-118.168602,34.192706,-118.168510,34.193445,-118.164710,34.193025,"
VZ_LAN_00000982,"-118.168688,34.191353,-118.168602,34.192706,-118.168510,34.193445,-118.164710,34.193025,"
VZ_LAN_00003580,"-118.168688,34.191353,-118.168602,34.192706,-118.168510,34.193445,-118.164710,34.193025,"
DYEA_LSA_8108219,"-118.148260,34.190008,-118.151284,34.191011,-118.151750,34.191162,-118.151750,34.191162,"
VZ_LAN_00000982,"-118.148260,34.190008,-118.151284,34.191011,-118.151750,34.191162,-118.151750,34.191162,"
DYEA_LSA_8108541,"-118.118117,34.174740,-118.118117,34.176211,-118.118117,34.175971,-118.121213,34.175932,"
VZ_LAN_00000982,"-118.118117,34.174740,-118.118117,34.176211,-118.118117,34.175971,-118.121213,34.175932,"
DYEA_LSA_8108557,"-118.123233,34.190494,-118.123233,34.190592,-118.123343,34.191089,-118.123343,34.191089,"
VZ_LAN_00000982,"-118.123233,34.190494,-118.123233,34.190592,-118.123343,34.191089,-118.123343,34.191089,"
DYEA_LSA_8108546,"-118.111017,34.172773,-118.109097,34.172498,-118.109097,34.172498,-118.109097,34.172498,"
VZ_LAN_00000982,"-118.111017,34.172773,-118.109097,34.172498,-118.109097,34.172498,-118.109097,34.172498,"
VZ_LAN_00002891,"-118.157641,34.159759,-118.156343,34.161665,-118.156343,34.161665,-118.156343,34.161665,"
VZ_LAN_00003429,"-118.157641,34.159759,-118.156343,34.161665,-118.156343,34.161665,-118.156343,34.161665,"
DYEA_LSA_8108628,"-118.136365,34.180078,-118.135988,34.180896,-118.135988,34.180896,-118.135988,34.180896,"
VZ_LAN_00000982,"-118.136365,34.180078,-118.135988,34.180896,-118.135988,34.180896,-118.135988,34.180896,"
DYEA_LSA_8108650,"-118.145320,34.183923,-118.145756,34.183195,-118.146440,34.183348,-118.149256,34.182987,"
DYEA_LSA_8108341,"-118.163326,34.131617,-118.161685,34.131635,-118.161685,34.131635,-118.161685,34.131635,"
VZ_LAN_00001692,"-118.163326,34.131617,-118.161685,34.131635,-118.161685,34.131635,-118.161685,34.131635,"
VZ_LAN_00000982,"-118.133123,34.199848,-118.132516,34.199639,-118.132516,34.199639,-118.132516,34.199639,"
DYEA_LSA_8108624,"-118.133123,34.199848,-118.132516,34.199639,-118.132516,34.199639,-118.132516,34.199639,"
VZ_LAN_00000982,"-118.125833,34.193017,-118.123335,34.193001,-118.123352,34.193416,-118.123334,34.191071,"
DYEA_LSA_8108531,"-118.125833,34.193017,-118.123335,34.193001,-118.123352,34.193416,-118.123334,34.191071,"
VZ_LAN_00000982,"-118.133868,34.190383,-118.136775,34.191214,-118.136775,34.191214,-118.136775,34.191214,"
DYEA_LSA_8108627,"-118.133868,34.190383,-118.136775,34.191214,-118.136775,34.191214,-118.136775,34.191214,"
VZ_LAN_00001211,"-118.132457,34.183827,-118.131807,34.183658,-118.131652,34.183680,-118.131623,34.184455,"
DYEA_LSA_8108686,"-118.132457,34.183827,-118.131807,34.183658,-118.131652,34.183680,-118.131623,34.184455,"
DYEA_LSA_8108705,"-118.098255,34.168612,-118.098258,34.169288,-118.098258,34.169288,-118.098258,34.169288,"
VZ_LAN_00002216,"-118.123366,34.191870,-118.123353,34.191868,-118.123345,34.190519,-118.123302,34.186576,"
DYEA_LSA_8108547,"-118.104320,34.171308,-118.101531,34.171319,-118.101531,34.171319,-118.101531,34.171319,"
DYEA_LSA_8108708,"-118.188871,34.199155,-118.189139,34.199306,-118.189032,34.199501,-118.199659,34.204055,"
DYEA_LSA_8108205,"-118.178258,34.194270,-118.177693,34.194014,-118.177421,34.193889,-118.170876,34.194620,"
DYEA_LSA_8108656,"-118.107427,34.172086,-118.107454,34.172091,-118.107425,34.172255,-118.109097,34.172498,"
DYEA_LSA_8108693,"-118.133704,34.173544,-118.136560,34.173517,-118.136560,34.173517,-118.136560,34.173517,"
VZ_LAN_00001695,"-118.133704,34.173544,-118.136560,34.173517,-118.136560,34.173517,-118.136560,34.173517,"
VZ_LAN_00001078,"-118.133704,34.173544,-118.136560,34.173517,-118.136560,34.173517,-118.136560,34.173517,"
VZ_LAN_00000430,"-118.104320,34.171308,-118.105269,34.171281,-118.105269,34.171281,-118.105269,34.171281,"
DYEA_LSA_8108347,"-118.160945,34.168634,-118.162652,34.168863,-118.163057,34.168903,-118.163226,34.169356,"
VZ_LAN_00003588,"-118.160945,34.168634,-118.162652,34.168863,-118.163057,34.168903,-118.163226,34.169356,"
VZ_LAN_00003859,"-118.150573,34.195648,-118.150568,34.195751,-118.150525,34.195839,-118.150058,34.196744,"
DYEA_LSA_8108546,"-118.110785,34.174192,-118.110775,34.174280,-118.110775,34.174280,-118.110775,34.174280,"
VZ_LAN_00002891,"-118.160849,34.158821,-118.159724,34.161301,-118.159724,34.161301,-118.159724,34.161301,"
DYEA_LSA_8108344,"-118.168598,34.175128,-118.169148,34.174980,-118.169897,34.174807,-118.170348,34.174675,"
VZ_LAN_00003588,"-118.168598,34.175128,-118.169148,34.174980,-118.169897,34.174807,-118.170348,34.174675,"
VZ_LAN_00000909,"-118.187408,34.128197,-118.188035,34.129569,-118.188583,34.130789,-118.188583,34.130789,"
VZ_LAN_00001080,"-118.187408,34.128197,-118.188035,34.129569,-118.188583,34.130789,-118.188583,34.130789,"
DYEA_LSA_8108659,"-118.115017,34.175078,-118.115086,34.175006,-118.116570,34.174993,-118.116630,34.174984,"
DYEA_LSA_8108340,"-118.163551,34.130680,-118.163836,34.129930,-118.163669,34.129433,-118.165177,34.124997,"
VZ_LAN_00001692,"-118.163551,34.130680,-118.163836,34.129930,-118.163669,34.129433,-118.165177,34.124997,"
VZ_LAN_00001214,"-118.138344,34.197121,-118.138146,34.197061,-118.138038,34.197227,-118.137741,34.197132,"
DYEA_LSA_8000385,"-118.138344,34.197121,-118.138146,34.197061,-118.138038,34.197227,-118.137741,34.197132,"
DYEA_LSA_8108348,"-118.141838,34.173517,-118.146249,34.173498,-118.146270,34.174522,-118.150625,34.172583,"
VZ_LAN_00001078,"-118.141838,34.173517,-118.146249,34.173498,-118.146270,34.174522,-118.150625,34.172583,"
VZ_LAN_00003182,"-118.148599,34.203442,-118.148615,34.203495,-118.148658,34.203515,-118.148714,34.203632,"
DYEA_LSA_8108347,"-118.167296,34.170252,-118.167317,34.169844,-118.167403,34.169160,-118.167059,34.167287,"
VZ_LAN_00000883,"-118.089394,34.159387,-118.089954,34.159378,-118.090410,34.159374,-118.092014,34.159371,"
VZ_LAN_00001694,"-118.089394,34.159387,-118.089954,34.159378,-118.090410,34.159374,-118.092014,34.159371,"
DYEA_LSA_8108204,"-118.168708,34.185848,-118.168726,34.187422,-118.168721,34.188473,-118.168697,34.189813,"
VZ_LAN_00001698,"-118.168708,34.185848,-118.168726,34.187422,-118.168721,34.188473,-118.168697,34.189813,"
DYEA_LSA_8108693,"-118.137435,34.173499,-118.141238,34.173488,-118.141238,34.173488,-118.141238,34.173488,"
VZ_LAN_00001078,"-118.137435,34.173499,-118.141238,34.173488,-118.141238,34.173488,-118.141238,34.173488,"
DYEA_LSA_8108209,"-118.168708,34.185848,-118.168712,34.185558,-118.168747,34.185218,-118.168739,34.184878,"
VZ_LAN_00003861,"-118.133639,34.185939,-118.134377,34.184374,-118.134377,34.184374,-118.134377,34.184374,"
DYEA_LSA_8108228,"-118.148599,34.203442,-118.148588,34.202957,-118.148588,34.202957,-118.148588,34.202957,"
VZ_LAN_00002888,"-118.146217,34.169132,-118.146233,34.171356,-118.146230,34.170970,-118.142668,34.172619,"
DYEA_LSA_8108619,"-118.131608,34.172003,-118.129549,34.172012,-118.129551,34.172797,-118.131010,34.169610,"
VZ_LAN_00001078,"-118.131608,34.172003,-118.129549,34.172012,-118.129551,34.172797,-118.131010,34.169610,"
VZ_LAN_00001078,"-118.154755,34.169696,-118.154701,34.170283,-118.154678,34.170661,-118.150625,34.172583,"
DYEA_LSA_8108313,"-118.154755,34.169696,-118.154701,34.170283,-118.154678,34.170661,-118.150625,34.172583,"
VZ_LAN_00002889,"-118.149928,34.165151,-118.147713,34.165155,-118.147688,34.163612,-118.147718,34.168364,"
VZ_LAN_00002895,"-118.162972,34.132911,-118.162489,34.135789,-118.164875,34.135803,-118.164889,34.136312,"
DYEA_LSA_8108310,"-118.159279,34.131576,-118.161685,34.131635,-118.161685,34.131635,-118.161685,34.131635,"
VZ_LAN_00001692,"-118.159279,34.131576,-118.161685,34.131635,-118.161685,34.131635,-118.161685,34.131635,"
DYEA_LSA_8108547,"-118.105244,34.171284,-118.106027,34.171285,-118.107491,34.171265,-118.107449,34.171998,"
VZ_LAN_00001242,"-118.117833,34.185848,-118.117240,34.185854,-118.117252,34.188278,-118.117252,34.188278,"
DYEA_LSA_8000464,"-118.117833,34.185848,-118.117240,34.185854,-118.117252,34.188278,-118.117252,34.188278,"
VZ_LAN_00002893,"-118.160843,34.158831,-118.160966,34.158531,-118.161033,34.158389,-118.161033,34.158389,"
