-118.179196,34.194701,-118.179187,34.194693,-118.179172,34.194688,-118.178333,34.194348
-118.192889,34.138736,-118.192927,34.138756,-118.192952,34.138767,-118.194026,34.139386
-118.184376,34.121781,-118.184369,34.121799,-118.184368,34.121809,-118.183234,34.120197
-118.188218,34.130091,-118.188206,34.130096,-118.188206,34.130106,-118.188535,34.130779
-118.124637,34.179800,-118.123302,34.179806,-118.122449,34.179813,-118.121424,34.179573
-118.178317,34.193209,-118.178228,34.193480,-118.178137,34.193717,-118.178333,34.194345
-118.181830,34.140921,-118.181848,34.140903,-118.181875,34.140901,-118.190460,34.137638
-118.195052,34.139594,-118.194940,34.139587,-118.194822,34.139580,-118.194025,34.139387
-118.188271,34.135979,-118.188335,34.135950,-118.188397,34.135812,-118.189625,34.133637
-118.186366,34.138521,-118.186857,34.138254,-118.187356,34.138010,-118.188281,34.135970
-118.213773,34.138979,-118.213527,34.138984,-118.213473,34.139041,-118.201576,34.139613
-118.188169,34.136224,-118.187944,34.136837,-118.187748,34.137305,-118.185956,34.138793
-118.178303,34.192491,-118.177931,34.192573,-118.177791,34.192652,-118.177005,34.193997
-118.189628,34.133640,-118.189572,34.133911,-118.189513,34.134111,-118.188166,34.136229
-118.178320,34.193205,-118.178349,34.193070,-118.178387,34.192914,-118.178301,34.192488
-118.168688,34.191353,-118.168663,34.191312,-118.168666,34.190835,-118.168666,34.190835
-118.164834,34.144773,-118.164502,34.144977,-118.164228,34.145164,-118.164094,34.145301
-118.136560,34.173517,-118.137877,34.173503,-118.137877,34.173503,-118.137877,34.173503
-118.178329,34.194329,-118.177927,34.194144,-118.177832,34.194295,-118.176017,34.196757
-118.093820,34.156800,-118.093834,34.156810,-118.093833,34.156976,-118.096177,34.156943
-118.176246,34.112418,-118.179088,34.113411,-118.179088,34.113411,-118.179088,34.113411
-118.176246,34.112418,-118.179088,34.113411,-118.179088,34.113411,-118.179088,34.113411
-118.141886,34.173519,-118.141515,34.173490,-118.141515,34.173490,-118.141515,34.173490
-118.177417,34.129372,-118.177393,34.129585,-118.177088,34.130844,-118.183190,34.133790
-118.147724,34.168361,-118.147722,34.168932,-118.147179,34.168933,-118.146217,34.169139
-118.159282,34.131573,-118.159212,34.131600,-118.158746,34.131601,-118.157675,34.131646
-118.110661,34.155369,-118.110618,34.155298,-118.110618,34.154268,-118.110666,34.154219
-118.116631,34.174997,-118.116613,34.173856,-118.116701,34.173854,-118.116701,34.173854
-118.150913,34.160240,-118.150892,34.160207,-118.150514,34.160207,-118.148352,34.159639
-118.167368,34.183007,-118.164850,34.183031,-118.164764,34.182982,-118.164764,34.182982
-118.103196,34.164181,-118.103176,34.164214,-118.103177,34.164237,-118.099045,34.164206
-118.163080,34.170175,-118.163147,34.170217,-118.162997,34.171131,-118.162892,34.171142
-118.110624,34.159861,-118.110570,34.159858,-118.110572,34.159824,-118.110565,34.159401
-118.165295,34.163606,-118.165418,34.163836,-118.165472,34.163881,-118.167060,34.167307
-118.117792,34.166655,-118.117773,34.166251,-118.117757,34.165492,-118.115603,34.165288
-118.098356,34.162101,-118.098354,34.161519,-118.098354,34.161319,-118.096177,34.156943
-118.157497,34.159974,-118.157781,34.159544,-118.158409,34.160258,-118.158409,34.160258
-118.118857,34.171882,-118.118686,34.171784,-118.118656,34.169494,-118.118653,34.169492
-118.131010,34.169610,-118.131031,34.168658,-118.131031,34.168658,-118.131031,34.168658
-118.164043,34.159841,-118.164049,34.159892,-118.164454,34.160584,-118.165298,34.163607
-118.176773,34.175954,-118.176695,34.176016,-118.176555,34.176109,-118.174149,34.182921
-118.120241,34.173701,-118.120400,34.173688,-118.120396,34.172308,-118.120482,34.172272
-118.119265,34.166627,-118.119147,34.166629,-118.119171,34.169148,-118.118655,34.169514
-118.158768,34.160723,-118.159498,34.161607,-118.159734,34.161265,-118.159734,34.161265
-118.098255,34.168612,-118.098356,34.162101,-118.098342,34.164206,-118.099045,34.164206
-118.187774,34.112086,-118.187544,34.112330,-118.187261,34.112585,-118.184360,34.115314
-118.141360,34.166838,-118.141663,34.166836,-118.142463,34.166831,-118.142600,34.166916
-118.176805,34.169121,-118.176811,34.169778,-118.177779,34.169769,-118.178066,34.170524
-118.115947,34.179083,-118.115936,34.179638,-118.117090,34.179611,-118.121424,34.179576
-118.142602,34.166916,-118.143776,34.166907,-118.144262,34.166909,-118.145555,34.165169
-118.142602,34.166916,-118.143776,34.166907,-118.144262,34.166909,-118.145555,34.165169
-118.157610,34.165817,-118.156301,34.165644,-118.156151,34.165618,-118.155448,34.165551
-118.157610,34.165817,-118.156301,34.165644,-118.156151,34.165618,-118.155448,34.165551
-118.141362,34.166816,-118.137371,34.166836,-118.137371,34.166836,-118.137371,34.166836
-118.141362,34.166816,-118.137371,34.166836,-118.137371,34.166836,-118.137371,34.166836
-118.136690,34.166842,-118.135488,34.166842,-118.134426,34.166851,-118.132736,34.166864
-118.136690,34.166842,-118.135488,34.166842,-118.134426,34.166851,-118.132736,34.166864
-118.157610,34.165823,-118.157607,34.165847,-118.158511,34.165965,-118.158511,34.165965
-118.176840,34.171453,-118.177741,34.171451,-118.177741,34.171451,-118.177741,34.171451
-118.136689,34.166843,-118.136690,34.166866,-118.137375,34.166862,-118.137374,34.166837
-118.131596,34.175811,-118.131137,34.175813,-118.131137,34.175813,-118.131137,34.175813
-118.131596,34.175811,-118.131137,34.175813,-118.131137,34.175813,-118.131137,34.175813
-118.178051,34.174201,-118.178054,34.174529,-118.178056,34.174740,-118.176774,34.175956
-118.163304,34.168970,-118.163471,34.168996,-118.163618,34.168222,-118.163674,34.166890
-118.152544,34.166710,-118.150559,34.166719,-118.150550,34.165726,-118.150550,34.165726
-118.152531,34.166712,-118.153985,34.166708,-118.154937,34.166701,-118.154960,34.167158
-118.154822,34.168547,-118.154777,34.168607,-118.154699,34.169572,-118.154737,34.169683
-118.131578,34.171978,-118.131575,34.172002,-118.132184,34.171995,-118.132208,34.173078
-118.161151,34.166283,-118.159793,34.166097,-118.159793,34.166097,-118.159793,34.166097
-118.161151,34.166283,-118.159793,34.166097,-118.159793,34.166097,-118.159793,34.166097
-118.132170,34.175808,-118.132350,34.175803,-118.133050,34.175797,-118.135914,34.175770
-118.132170,34.175808,-118.132350,34.175803,-118.133050,34.175797,-118.135914,34.175770
-118.149283,34.181535,-118.149286,34.181599,-118.149307,34.181643,-118.149310,34.181683
-118.177561,34.172508,-118.178092,34.172508,-118.178108,34.173134,-118.178048,34.174194
-118.155454,34.165551,-118.154874,34.165456,-118.154520,34.165400,-118.152294,34.165112
-118.132740,34.166867,-118.132731,34.166869,-118.132731,34.166896,-118.132085,34.166873
-118.148968,34.165637,-118.148974,34.166392,-118.148976,34.166714,-118.147694,34.167060
-118.148968,34.165637,-118.148974,34.166392,-118.148976,34.166714,-118.147694,34.167060
-118.149030,34.174665,-118.149030,34.174390,-118.149034,34.174503,-118.148935,34.174504
-118.149030,34.174665,-118.149030,34.174390,-118.149034,34.174503,-118.148935,34.174504
-118.127725,34.175831,-118.127846,34.175824,-118.128039,34.175826,-118.131150,34.175813
-118.127725,34.175831,-118.127846,34.175824,-118.128039,34.175826,-118.131150,34.175813
-118.127725,34.175831,-118.127846,34.175824,-118.128039,34.175826,-118.131150,34.175813
-118.149732,34.165254,-118.149732,34.165172,-118.149440,34.165174,-118.148965,34.165641
-118.145551,34.165168,-118.145554,34.165141,-118.146034,34.165137,-118.147825,34.165143
-118.177738,34.171453,-118.178401,34.171447,-118.178084,34.171451,-118.178090,34.172505
-118.132082,34.166877,-118.131098,34.166877,-118.131098,34.166877,-118.131098,34.166877
-118.174880,34.172985,-118.174851,34.173282,-118.174829,34.173482,-118.173994,34.173557
-118.149084,34.179882,-118.149084,34.179260,-118.149063,34.177494,-118.149030,34.174658
-118.149084,34.179882,-118.149084,34.179260,-118.149063,34.177494,-118.149030,34.174658
-118.158509,34.165967,-118.158514,34.165963,-118.159799,34.166131,-118.159801,34.166096
-118.131039,34.168724,-118.131057,34.168167,-118.131076,34.167457,-118.131095,34.166877
-118.150003,34.180958,-118.150028,34.180953,-118.150052,34.180944,-118.150669,34.180046
-118.149089,34.179886,-118.149100,34.181177,-118.149100,34.181177,-118.149100,34.181177
-118.149089,34.179886,-118.149100,34.181177,-118.149100,34.181177,-118.149100,34.181177
